RANK,PLAYER,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,REC_YDS,Y/R,REC_TD,FL,G,FPTS,FPTS/G,OWN,Year
60,Darrel Williams (FA),41,141,3.4,41,1,3,15,20,167,11.1,1,1,12,52.8,4.4,0.0%,2019
61,Chris Thompson (FA),37,138,3.7,16,0,0,42,58,378,9.0,0,0,11,51.6,4.7,0.0%,2019
62,Derrius Guice (FA),42,245,5.8,60,3,2,7,9,79,11.3,1,0,5,50.4,10.1,1.1%,2019
63,J.D. McKissic (FA),38,205,5.4,44,2,0,34,42,233,6.9,1,0,16,49.8,3.1,1.0%,2019
64,Jordan Wilkins (FA),51,307,6.0,55,2,2,7,11,43,6.1,0,0,14,47.0,3.4,0.0%,2019
65,Mike Boone (FA),49,273,5.6,59,3,3,3,4,17,5.7,0,0,16,47.0,2.9,1.0%,2019
66,Jalen Richard (FA),39,145,3.7,13,0,0,36,43,323,9.0,0,0,16,46.8,2.9,1.0%,2019
67,Patrick Laird (FA),62,168,2.7,18,0,1,23,30,204,8.9,0,0,15,45.2,3.0,0.0%,2019
68,Jeff Wilson Jr. (MIA),27,105,3.9,25,1,4,3,5,34,11.3,1,0,11,43.9,4.0,1.0%,2019
69,Bo Scarbrough (FA),89,377,4.2,30,2,1,1,4,5,5.0,0,1,6,42.2,7.0,0.0%,2019
70,Brandon Bolden (FA),15,68,4.5,21,1,3,9,11,111,12.3,1,0,15,41.9,2.8,0.0%,2019
71,Justice Hill (BAL),58,225,3.9,18,0,2,8,15,70,8.8,0,0,16,41.5,2.6,11.5%,2019
72,Dion Lewis (FA),54,210,3.9,17,0,0,25,32,164,6.6,1,1,16,41.4,2.6,2.0%,2019
73,Dare Ogunbowale (HOU),11,17,1.5,12,0,2,35,46,286,8.2,0,1,16,40.3,2.5,0.7%,2019
74,Giovani Bernard (FA),53,170,3.2,25,1,0,30,43,234,7.8,0,1,16,38.4,2.4,0.0%,2019
75,Kalen Ballage (FA),74,135,1.8,8,0,3,14,24,63,4.5,0,0,12,37.8,3.2,0.0%,2019
76,Wayne Gallman Jr. (FA),29,110,3.8,22,1,2,11,16,102,9.3,1,1,10,37.2,3.7,0.0%,2019
77,Ryquell Armstead (FA),35,108,3.1,16,0,0,14,24,144,10.3,2,0,16,37.2,2.3,0.2%,2019
78,Ty Johnson (BUF),63,273,4.3,40,1,0,24,31,109,4.5,0,1,16,36.2,2.3,1.5%,2019
79,Jonathan Williams (FA),49,235,4.8,48,1,1,5,5,59,11.8,0,0,9,35.4,3.9,0.0%,2019
80,Kyle Juszczyk (SF),3,7,2.3,6,0,0,20,24,239,12.0,1,0,12,30.6,2.6,0.9%,2019
81,Qadree Ollison (FA),22,50,2.3,6,0,4,1,2,7,7.0,0,0,8,29.7,3.7,0.0%,2019
82,Mark Walton (FA),53,201,3.8,19,0,0,15,21,89,5.9,0,1,7,27.0,3.9,2.0%,2019
83,Bilal Powell (FA),59,229,3.9,17,0,0,7,12,33,4.7,0,0,14,26.2,1.9,0.0%,2019
84,Dontrell Hilliard (FA),13,49,3.8,11,0,2,12,15,92,7.7,0,0,14,26.1,1.9,0.0%,2019
85,Ito Smith (FA),22,106,4.8,28,1,1,11,14,87,7.9,0,0,7,25.3,3.6,1.0%,2019
86,Myles Gaskin (FA),36,133,3.7,27,1,1,7,12,51,7.3,0,0,7,24.4,3.5,0.0%,2019
87,Ameer Abdullah (FA),23,115,5.0,15,0,0,15,21,88,5.9,1,1,16,24.3,1.5,1.1%,2019
88,Reggie Bonnafon (FA),16,116,7.3,59,1,1,6,10,57,9.5,0,0,16,23.3,1.5,0.0%,2019
89,Darwin Thompson (FA),37,128,3.5,12,0,1,9,10,43,4.8,0,0,12,23.1,1.9,0.0%,2019
90,Justin Jackson (FA),29,200,6.9,40,3,0,9,11,22,2.4,0,0,7,22.2,3.2,0.0%,2019
91,C.J. Ham (MIN),7,17,2.4,9,0,0,17,26,149,8.8,1,1,16,20.6,1.3,0.6%,2019
92,Ty Montgomery II (FA),32,103,3.2,15,0,0,13,17,90,6.9,0,0,16,19.3,1.2,0.0%,2019
93,C.J. Prosise (FA),23,72,3.1,17,0,1,10,12,76,7.6,0,1,9,18.8,2.1,0.0%,2019
94,Darrell Henderson Jr. (FA),39,147,3.8,22,1,0,4,6,37,9.3,0,0,13,18.4,1.4,0.0%,2019
95,Travis Homer (CHI),18,114,6.3,29,1,0,11,13,56,5.1,0,0,16,17.0,1.1,0.6%,2019
96,T.J. Yeldon (FA),17,63,3.7,12,0,0,13,15,124,9.5,0,1,6,16.7,2.8,0.0%,2019
97,Wendell Smallwood (FA),22,81,3.7,17,0,0,9,13,64,7.1,0,0,15,14.5,1.0,0.0%,2019
98,Wes Hills (FA),10,21,2.1,15,0,2,2,2,1,0.5,0,0,1,14.2,14.2,0.0%,2019
99,Trey Edmunds (FA),22,92,4.2,45,1,0,6,7,48,8.0,0,0,12,14.0,1.2,0.0%,2019
100,Kerrith Whyte Jr. (FA),24,122,5.1,21,1,0,1,1,9,9.0,0,0,6,13.1,2.2,0.0%,2019
101,Alec Ingold (MIA),10,17,1.7,4,0,0,6,6,44,7.3,1,0,16,12.1,0.8,0.6%,2019
102,Darren Sproles (FA),17,66,3.9,17,0,0,6,10,24,4.0,0,0,6,11.0,1.8,0.1%,2019
103,Patrick Ricard (BAL),0,0,0,0,0,0,8,11,47,5.9,1,0,16,10.7,0.7,0.8%,2019
104,Javorius Allen (FA),10,36,3.6,19,0,1,1,2,9,9.0,0,0,11,10.5,1.0,0.6%,2019
105,Andy Janovich (FA),1,1,1.0,1,0,1,5,5,42,8.4,0,0,8,10.3,1.3,0.0%,2019
106,Derek Watt (FA),7,10,1.4,3,0,1,3,5,32,10.7,0,0,16,10.2,0.6,0.0%,2019
107,Danny Vitale (FA),1,3,3.0,3,0,0,7,12,97,13.9,0,0,15,10.0,0.7,0.0%,2019
108,Marshawn Lynch (FA),12,34,2.8,15,0,1,0,0,0,0,0,0,2,9.4,4.7,0.9%,2019
109,D'Ernest Johnson (FA),4,21,5.3,13,0,0,6,7,71,11.8,0,0,16,9.2,0.6,1.0%,2019
110,Kenjon Barner (FA),4,28,7.0,12,0,0,6,8,22,3.7,0,1,14,9.1,0.7,0.0%,2019
111,Alex Armah Jr. (FA),6,11,1.8,4,0,1,2,2,6,3.0,0,0,16,7.7,0.5,0.0%,2019
112,Troymaine Pope (FA),10,20,2.0,8,0,0,2,3,14,7.0,1,1,14,7.4,0.5,0.0%,2019
113,Spencer Ware (FA),17,51,3.0,6,0,0,5,7,22,4.4,0,0,3,7.3,2.4,0.0%,2019
114,Dwayne Washington (FA),8,60,7.5,31,1,0,1,1,6,6.0,0,0,16,6.6,0.4,0.0%,2019
115,Devontae Booker (FA),2,9,4.5,5,0,0,6,9,57,9.5,0,0,16,6.6,0.4,0.0%,2019
116,Tra Carson (FA),18,48,2.7,12,0,0,4,4,18,4.5,0,0,4,6.6,1.7,0.0%,2019
117,Zach Line (FA),7,20,2.9,5,0,0,6,10,36,6.0,0,0,12,5.6,0.5,0.0%,2019
118,Khari Blasingame (FA),0,0,0,0,0,0,4,5,54,13.5,0,0,6,5.4,0.9,0.0%,2019
119,Jon Hilliman (FA),30,91,3.0,10,0,0,3,4,1,0.3,0,2,3,5.2,1.7,0.0%,2019
120,Devine Ozigbo (FA),9,27,3.0,9,0,0,3,5,23,7.7,0,0,10,5.0,0.5,1.0%,2019
121,Mike Davis (FA),13,27,2.1,8,0,0,7,8,22,3.1,0,0,12,4.9,0.4,1.0%,2019
122,Taiwan Jones (FA),9,40,4.4,11,0,0,1,1,9,9.0,0,0,11,4.9,0.4,1.0%,2019
123,Elijhaa Penny (FA),15,39,2.6,6,0,0,2,4,9,4.5,0,0,16,4.8,0.3,0.0%,2019
124,Patrick DiMarco (FA),3,7,2.3,4,0,0,5,7,41,8.2,0,0,16,4.8,0.3,1.0%,2019
125,C.J. Anderson (FA),16,43,2.7,9,0,0,0,0,0,0,0,0,2,4.3,2.2,1.0%,2019
126,Paul Perkins (FA),12,29,2.4,13,0,0,1,1,9,9.0,0,0,4,3.8,1.0,0.0%,2019
127,Anthony Sherman (FA),4,9,2.3,5,0,0,2,3,22,11.0,0,0,16,3.1,0.2,1.2%,2019
128,Jay Ajayi (FA),10,30,3.0,11,0,0,0,1,0,0,0,0,4,3.0,0.8,7.0%,2019
129,Dalyn Dawkins (FA),11,26,2.4,14,0,0,0,1,0,0,0,0,2,2.6,1.3,0.1%,2019
130,T.J. Logan (FA),3,10,3.3,6,0,0,2,3,13,6.5,0,0,12,2.3,0.2,0.0%,2019
131,Keith Smith (FA),5,8,1.6,3,0,0,1,4,13,13.0,0,0,16,2.1,0.1,0.0%,2019
132,Tyler Ervin (FA),1,10,10.0,10,0,0,2,4,11,5.5,0,0,10,2.1,0.2,0.0%,2019
133,Nick Bawden (FA),0,0,0,0,0,0,4,6,17,4.3,0,0,10,1.7,0.2,0.0%,2019
134,Zach Zenner (FA),3,-2,-0.7,1,0,0,2,3,19,9.5,0,0,6,1.7,0.3,0.0%,2019
135,Samaje Perine (CIN),5,16,3.2,9,0,0,0,0,0,0,0,0,7,1.6,0.2,1.3%,2019
136,Josh Adams (FA),8,12,1.5,10,0,0,0,0,0,0,0,0,3,1.2,0.4,0.0%,2019
137,Damien Harris (FA),4,12,3.0,13,0,0,0,0,0,0,0,0,2,1.2,0.6,9.0%,2019
138,Dexter Williams (FA),5,11,2.2,5,0,0,0,0,0,0,0,0,4,1.1,0.3,0.0%,2019
139,Buddy Howell (FA),5,10,2.0,4,0,0,0,0,0,0,0,0,16,1.0,0.1,0.0%,2019
140,John Kelly Jr. (FA),3,9,3.0,6,0,0,0,0,0,0,0,0,5,0.9,0.2,0.0%,2019
141,Josh Ferguson (FA),3,9,3.0,7,0,0,0,0,0,0,0,0,2,0.9,0.5,0.0%,2019
142,Jordan Scarlett (FA),4,9,2.3,6,0,0,0,0,0,0,0,0,9,0.9,0.1,0.0%,2019
143,Ryan Nall (FA),2,8,4.0,7,0,0,0,0,0,0,0,0,8,0.8,0.1,0.0%,2019
144,Ricky Ortiz (FA),0,0,0,0,0,0,1,1,8,8.0,0,0,2,0.8,0.4,0.0%,2019
145,Tony Brooks-James (FA),8,7,0.9,8,0,0,0,0,0,0,0,0,3,0.7,0.2,0.0%,2019
146,De'Lance Turner (FA),4,6,1.5,5,0,0,0,0,0,0,0,0,9,0.6,0.1,0.1%,2019
147,Jakob Johnson (HOU),0,0,0,0,0,0,1,2,5,5.0,0,0,4,0.5,0.1,0.0%,2019
148,Alfred Morris (FA),1,4,4.0,4,0,0,0,0,0,0,0,0,1,0.4,0.4,0.0%,2019
149,Roosevelt Nix (FA),0,0,0,0,0,0,2,3,4,2.0,0,0,3,0.4,0.1,0.0%,2019
150,Senorise Perry (FA),3,3,1.0,6,0,0,1,1,1,1.0,0,0,11,0.4,0.0,0.0%,2019
151,James Develin (FA),2,3,1.5,2,0,0,0,0,0,0,0,0,2,0.3,0.2,0.0%,2019
152,Lamar Miller (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019
153,Robert Turbin (FA),0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2019
154,Stevan Ridley (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019
155,DuJuan Harris (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019
156,Derrick Coleman (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2019
157,Christine Michael (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019
158,Jeremy Hill (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019
159,Mike Gillislee (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019
160,Jamize Olawale (FA),0,0,0,0,0,0,0,2,0,0,0,0,16,0.0,0.0,0.0%,2019
161,Travaris Cadet (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019
162,Cordarrelle Patterson (FA),17,103,6.1,46,1,0,11,17,83,7.5,0,0,16,0.0,0.0,0.6%,2019
163,Jamaal Charles (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2019
164,Jonathan Stewart (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019
165,Chris Ivory (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019
166,LeGarrette Blount (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2019
167,Trenton Cannon (FA),0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,2019
168,Detrez Newsome (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019
169,Jason Cabinda (FA),0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,1.1%,2019
170,Jordan Chunn (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019
171,Donnie Ernsberger (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019
172,Lavon Coleman (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019
173,Justin Davis (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019
174,Cethan Carter (FA),0,0,0,0,0,0,2,3,13,6.5,1,0,15,0.0,0.0,0.0%,2019
175,Craig Reynolds (DET),0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.6%,2019
176,Trayveon Williams (CLE),0,0,0,0,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0%,2019
177,Bryce Love (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019
178,Austin Walter (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019
179,Andrew Beck (NYJ),1,3,3.0,3,0,0,9,12,90,10.0,1,0,16,0.0,0.0,0.0%,2019
180,Cullen Gillaspia (FA),0,0,0,0,0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2019
181,Chandler Cox (FA),0,0,0,0,0,0,0,0,0,0,0,0,13,0.0,0.0,0.0%,2019
182,Jeremy Langford (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019
183,Cameron Artis-Payne (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019
184,David Fluellen (FA),0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2019
185,J.P. Holtz (FA),0,0,0,0,0,0,7,8,91,13.0,0,0,15,0.0,0.0,0.0%,2019
186,Joe Williams (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019
187,Jeremy McNichols (WAS),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,2019
188,Tre Madden (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2019
189,Brandin Bryant (FA),0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,2019
190,Rod Smith (FA),0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0%,2019
191,Michael Burton (DEN),0,0,0,0,0,0,0,1,0,0,0,0,11,0.0,0.0,0.0%,2019
192,D.J. Foster (FA),0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0%,2019
193,Kenneth Dixon (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2019
194,Alex Collins (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,19.0%,2019
195,Corey Clement (FA),0,0,0,0,0,0,0,0,0,0,0,2,4,-4.0,-1.0,0.0%,2019
1,Derrick Henry (BAL),378,"2,027",5.4,94,16,17,19,31,114,6.0,0,2,16,314.1,19.6,99.8%,2020
2,Alvin Kamara (NO),187,932,5.0,49,7,16,83,107,756,9.1,5,0,15,294.8,19.7,98.5%,2020
3,Dalvin Cook (FA),312,"1,557",5.0,70,6,16,44,54,361,8.2,1,3,14,293.8,21.0,0.6%,2020
4,Jonathan Taylor (IND),232,"1,169",5.0,62,7,11,36,40,299,8.3,1,1,15,216.8,14.5,99.6%,2020
5,Aaron Jones Sr. (MIN),201,"1,104",5.5,77,6,9,47,63,355,7.6,2,0,14,211.9,15.1,93.1%,2020
6,David Montgomery (DET),247,"1,070",4.3,80,5,8,54,68,438,8.1,2,1,15,210.8,14.1,95.9%,2020
7,James Robinson (FA),240,"1,070",4.5,47,5,7,49,60,344,7.0,3,1,14,201.4,14.4,0.0%,2020
8,Josh Jacobs (GB),273,"1,065",3.9,28,3,12,33,45,238,7.2,0,2,15,198.3,13.2,99.7%,2020
9,Nick Chubb (HOU),190,"1,067",5.6,59,12,12,16,18,150,9.4,0,1,12,191.7,16.0,68.6%,2020
10,Kareem Hunt (KC),198,841,4.2,33,3,6,38,51,304,8.0,5,0,16,180.5,11.3,18.5%,2020
11,Ezekiel Elliott (FA),244,979,4.0,31,3,6,52,71,338,6.5,2,5,15,171.7,11.4,0.8%,2020
12,Kenyan Drake (FA),239,955,4.0,69,6,10,25,31,137,5.5,0,1,15,167.2,11.1,1.1%,2020
13,Melvin Gordon III (FA),215,986,4.6,65,5,9,32,44,158,4.9,1,4,15,166.4,11.1,0.0%,2020
14,Antonio Gibson (NE),170,795,4.7,40,5,11,36,44,247,6.9,0,2,14,166.2,11.9,1.3%,2020
15,Ronald Jones II (FA),192,978,5.1,98,6,7,28,42,165,5.9,1,2,14,158.3,11.3,0.0%,2020
16,Chris Carson (FA),141,681,4.8,29,3,5,37,46,287,7.8,4,0,12,150.8,12.6,0.3%,2020
17,J.K. Dobbins (DEN),134,805,6.0,72,8,9,18,24,120,6.7,0,0,15,150.5,10.0,84.4%,2020
18,Mike Davis (FA),165,642,3.9,25,2,6,59,70,373,6.3,2,1,15,147.5,9.8,1.0%,2020
19,David Johnson (FA),147,691,4.7,48,4,6,33,46,314,9.5,2,1,12,146.5,12.2,0.0%,2020
20,D'Andre Swift (CHI),114,521,4.6,54,1,8,46,57,357,7.8,2,2,13,143.8,11.1,93.9%,2020
21,Miles Sanders (DAL),164,867,5.3,82,4,6,28,52,197,7.0,0,2,12,142.4,11.9,4.2%,2020
22,Clyde Edwards-Helaire (KC),181,803,4.4,31,3,4,36,54,297,8.3,1,0,13,140.0,10.8,0.8%,2020
23,Todd Gurley II (FA),195,678,3.5,35,2,9,25,35,164,6.6,0,0,15,138.2,9.2,0.6%,2020
24,Nyheim Miller-Hines (LAC),89,380,4.3,31,3,3,63,76,482,7.7,4,0,16,130.2,8.1,0.0%,2020
25,James Conner (ARI),169,721,4.3,59,5,6,35,43,215,6.1,0,0,13,129.6,10.0,96.8%,2020
26,Jeff Wilson Jr. (MIA),126,600,4.8,34,3,7,13,28,133,10.2,3,2,12,129.3,10.8,1.0%,2020
27,Myles Gaskin (FA),142,584,4.1,26,3,3,41,47,388,9.5,2,2,10,123.2,12.3,0.0%,2020
28,Gus Edwards (FA),144,723,5.0,36,8,6,9,13,129,14.3,0,1,16,119.2,7.5,0.6%,2020
29,Wayne Gallman Jr. (FA),147,682,4.6,60,3,6,21,27,114,5.4,0,0,15,115.6,7.7,0.0%,2020
30,Chase Edmonds (FA),97,448,4.6,32,4,1,53,67,402,7.6,4,0,16,115.0,7.2,0.0%,2020
31,Darrell Henderson Jr. (FA),138,624,4.5,40,3,5,16,24,159,9.9,1,0,15,114.3,7.6,0.0%,2020
32,Latavius Murray (FA),146,656,4.5,36,3,4,23,26,176,7.7,1,0,15,113.2,7.5,0.0%,2020
33,Adrian Peterson (FA),156,604,3.9,38,4,7,12,18,101,8.4,0,0,16,112.5,7.0,2.0%,2020
34,J.D. McKissic (FA),85,365,4.3,17,0,1,80,110,589,7.4,2,1,16,111.4,7.0,1.0%,2020
35,Austin Ekeler (WAS),116,530,4.6,27,2,1,54,65,403,7.5,2,0,10,111.3,11.1,71.4%,2020
36,Giovani Bernard (FA),124,416,3.4,15,0,3,47,59,355,7.6,3,1,16,111.1,6.9,0.0%,2020
37,Devin Singletary (NYG),156,687,4.4,51,3,2,38,50,269,7.1,0,1,16,105.6,6.6,1.5%,2020
38,Jamaal Williams (FA),119,505,4.2,25,1,2,31,35,236,7.6,1,0,14,96.1,6.9,1.1%,2020
39,Leonard Fournette (FA),97,367,3.8,46,3,6,36,47,233,6.5,0,0,13,96.0,7.4,0.0%,2020
40,Jerick McKinnon (FA),81,319,3.9,55,1,5,33,46,253,7.7,1,0,16,93.2,5.8,0.0%,2020
41,Tony Pollard (TEN),101,435,4.3,42,4,4,28,40,193,6.9,1,0,16,92.8,5.8,92.6%,2020
42,Cam Akers (FA),145,625,4.3,61,4,2,11,14,123,11.2,1,1,12,90.8,7.6,0.7%,2020
43,Zack Moss (FA),112,481,4.3,31,4,4,14,18,95,6.8,1,0,13,87.6,6.7,2.0%,2020
44,Damien Harris (FA),137,691,5.0,41,4,2,5,7,52,10.4,0,0,10,86.3,8.6,9.0%,2020
45,Malcolm Brown (FA),101,419,4.1,19,0,5,23,33,162,7.0,0,1,16,86.1,5.4,0.0%,2020
46,Frank Gore (FA),187,653,3.5,17,0,2,16,19,89,5.6,0,1,15,84.2,5.6,8.4%,2020
47,Raheem Mostert (LV),104,521,5.0,80,2,2,16,19,156,9.8,1,1,8,83.7,10.5,4.9%,2020
48,Rex Burkhead (FA),67,274,4.1,18,0,3,25,33,192,7.7,3,0,10,82.6,8.3,10.0%,2020
49,Joe Mixon (HOU),119,428,3.6,34,3,3,21,26,138,6.6,1,1,6,78.6,13.1,86.1%,2020
50,Alexander Mattison (MIA),96,434,4.5,25,4,2,13,15,125,9.6,1,0,13,73.9,5.7,0.6%,2020
51,Christian McCaffrey (SF),59,225,3.8,15,0,5,17,19,149,8.8,1,0,3,73.4,24.5,99.8%,2020
52,Boston Scott (FA),80,374,4.7,56,2,1,25,36,212,8.5,1,0,16,70.6,4.4,0.0%,2020
53,Brian Hill (FA),100,465,4.7,62,3,1,25,30,199,8.0,0,1,16,70.4,4.4,0.0%,2020
54,Carlos Hyde (FA),81,356,4.4,50,2,4,16,20,93,5.8,0,0,10,68.9,6.9,0.0%,2020
55,Devontae Booker (FA),93,423,4.5,43,4,3,17,21,84,4.9,0,0,16,68.7,4.3,0.0%,2020
56,Sony Michel (FA),79,449,5.7,48,4,1,7,9,114,16.3,1,0,9,68.3,7.6,0.0%,2020
57,James White (FA),35,121,3.5,10,0,2,49,62,375,7.7,1,0,14,67.6,4.8,0.1%,2020
58,Kalen Ballage (FA),91,303,3.3,17,0,3,29,37,166,5.7,0,0,11,64.9,5.9,0.0%,2020
59,Benny Snell Jr. (FA),111,368,3.3,30,3,4,10,14,61,6.1,0,1,16,64.9,4.1,0.0%,2020
60,Kyle Juszczyk (SF),17,64,3.8,10,0,2,19,29,202,10.6,4,0,16,62.6,3.9,0.9%,2020
61,Phillip Lindsay (FA),118,502,4.3,55,6,1,7,14,28,4.0,0,0,11,59.0,5.4,0.0%,2020
62,Le'Veon Bell (FA),82,328,4.0,16,0,2,16,20,138,8.6,0,0,11,58.6,5.3,0.2%,2020
63,Joshua Kelley (FA),111,354,3.2,33,3,2,23,23,148,6.4,0,2,14,58.2,4.2,0.0%,2020
64,Salvon Ahmed (IND),75,319,4.3,31,1,3,11,14,61,5.5,0,0,6,58.0,9.7,0.0%,2020
65,Duke Johnson Jr. (FA),77,235,3.1,23,1,1,28,35,249,8.9,1,2,11,56.4,5.1,0.0%,2020
66,Samaje Perine (CIN),63,301,4.8,46,1,3,11,12,66,6.0,0,0,16,54.7,3.4,1.3%,2020
67,Kerryon Johnson (FA),52,181,3.5,14,0,2,19,26,187,9.8,1,1,16,52.8,3.3,1.0%,2020
68,Peyton Barber (FA),94,258,2.7,15,0,4,4,7,12,3.0,0,0,16,51.0,3.2,1.0%,2020
69,Jordan Wilkins (FA),84,308,3.7,22,1,1,12,16,105,8.8,0,0,15,49.3,3.3,0.0%,2020
70,Ty Johnson (BUF),54,254,4.7,34,1,1,16,21,99,6.2,1,0,13,47.3,3.6,1.5%,2020
71,Mark Ingram II (FA),72,299,4.2,30,2,2,6,8,50,8.3,0,0,11,46.9,4.3,0.6%,2020
72,Justin Jackson (FA),59,270,4.6,36,3,0,19,24,173,9.1,0,0,9,46.3,5.1,0.0%,2020
73,La'Mical Perine (FA),64,232,3.6,20,1,2,11,15,63,5.7,0,0,10,41.5,4.2,0.0%,2020
74,Ito Smith (FA),63,268,4.3,24,1,1,17,26,75,4.4,0,0,14,40.3,2.9,1.0%,2020
75,DeeJay Dallas (CAR),34,108,3.2,13,0,2,17,20,111,6.5,1,0,12,39.9,3.3,0.0%,2020
76,A.J. Dillon (PHI),46,242,5.3,30,2,2,2,2,21,10.5,0,0,11,38.3,3.5,1.3%,2020
77,Dion Lewis (FA),29,115,4.0,19,0,2,19,30,127,6.7,1,2,16,38.2,2.4,2.0%,2020
78,Alfred Morris (FA),55,238,4.3,20,1,1,3,4,19,6.3,1,0,9,37.7,4.2,0.0%,2020
79,Darrel Williams (FA),39,169,4.3,13,0,1,18,26,116,6.4,0,0,16,36.5,2.3,0.0%,2020
80,Matt Breida (FA),59,254,4.3,24,1,0,9,10,96,10.7,0,1,12,33.0,2.8,0.0%,2020
81,Jalen Richard (FA),22,123,5.6,20,1,1,19,23,138,7.3,0,0,13,32.1,2.5,1.0%,2020
82,Jeremy McNichols (WAS),47,204,4.3,20,1,1,12,17,55,4.6,0,0,16,31.9,2.0,0.7%,2020
83,Josh Adams (FA),29,157,5.4,25,1,2,6,8,29,4.8,0,0,8,30.6,3.8,0.0%,2020
84,Jordan Howard (FA),35,60,1.7,11,0,4,1,1,-3,-3.0,0,0,7,29.7,4.2,0.0%,2020
85,Devonta Freeman (FA),54,172,3.2,14,0,1,7,10,58,8.3,0,0,5,29.0,5.8,0.0%,2020
86,Rodney Smith (FA),41,156,3.8,13,0,1,9,11,59,6.6,0,0,7,27.5,3.9,0.0%,2020
87,Darwin Thompson (FA),27,97,3.6,14,0,1,7,11,65,9.3,1,1,13,26.2,2.0,0.0%,2020
88,Royce Freeman (FA),35,170,4.9,23,2,0,12,13,81,6.8,0,0,16,25.1,1.6,0.0%,2020
89,JaMycal Hasty (MIA),39,148,3.8,20,1,1,7,8,33,4.7,0,0,8,24.1,3.0,1.1%,2020
90,Travis Homer (CHI),25,88,3.5,12,0,0,9,10,90,10.0,1,0,9,23.8,2.6,0.6%,2020
91,Chris Thompson (FA),7,20,2.9,5,0,0,20,23,146,7.3,1,0,8,22.6,2.8,0.0%,2020
92,Ameer Abdullah (FA),8,42,5.3,13,0,0,8,9,58,7.3,2,0,16,22.0,1.4,1.1%,2020
93,Antonio Williams (FA),12,63,5.3,18,0,2,1,1,20,20.0,0,0,1,20.3,20.3,0.0%,2020
94,Alex Collins (FA),18,77,4.3,13,0,2,1,2,4,4.0,0,0,3,20.1,6.7,19.0%,2020
95,Dare Ogunbowale (HOU),32,145,4.5,25,1,0,10,20,54,5.4,0,0,14,19.9,1.4,0.7%,2020
96,Ke'Shawn Vaughn (FA),26,109,4.2,19,0,0,5,10,34,6.8,1,1,10,18.3,1.8,0.0%,2020
97,D'Ernest Johnson (FA),33,166,5.0,28,3,0,3,4,14,4.7,0,0,16,18.0,1.1,1.0%,2020
98,C.J. Ham (MIN),5,18,3.6,10,0,0,8,14,97,12.1,1,0,15,17.5,1.2,0.6%,2020
99,Alec Ingold (MIA),3,4,1.3,3,0,0,12,17,110,9.2,1,0,16,17.4,1.1,0.6%,2020
